City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,chato,-2.6378,31.7669,17.53,90,19,1.6,TZ,1680378422
288,manono,-7.3,27.4167,19.96,93,64,0.87,CD,1680378422
289,codrington,-38.2667,141.9667,11.75,70,77,1.18,AU,1680378422
290,novozavidovskiy,56.55,36.4333,3.47,97,100,2.55,RU,1680378423
291,nhulunbuy,-12.2333,136.7667,24.34,94,78,1.54,AU,1680378423
292,goderich,43.7501,-81.7165,2.73,93,100,7.72,CA,1680378319
293,havre-saint-pierre,50.2334,-63.5986,1.2,80,100,5.66,CA,1680378423
294,gamba,-2.65,10.0,24.19,90,95,1.93,GA,1680378423
295,saint george,37.1041,-113.5841,16.91,33,0,2.24,US,1680378102
296,turukhansk,65.8167,87.9833,-7.4,94,100,10.95,RU,1680378423
297,muravlenko,63.7898,74.523,1.11,85,100,10.97,RU,1680378097
298,port arthur,38.8,121.2667,8.12,66,0,2.02,CN,1680378283
299,pierre,44.3683,-100.351,2.7,65,0,8.94,US,1680378304
300,takoradi,4.8845,-1.7554,27.16,82,19,3.56,GH,1680378160
301,ovsyanka,55.9575,92.5519,-17.1,97,25,1.11,RU,1680378424
302,camacha,33.0833,-16.3333,16.68,82,20,4.63,PT,1680378424
303,muriwai beach,-36.8167,174.45,17.46,97,100,1.38,NZ,1680378424
304,saskylakh,71.9167,114.0833,-9.69,93,100,7.42,RU,1680378087
305,karakol,42.4907,78.3936,2.41,30,0,2.83,KG,1680378424
306,chubbuck,42.9208,-112.4661,7.94,58,100,5.36,US,1680378424
307,abu dhabi,24.4667,54.3667,23.06,74,20,5.14,AE,1680378135
308,longyearbyen,78.2186,15.6401,-12.09,72,75,4.63,SJ,1680377776
309,rutland,43.6167,-73.0162,18.74,56,0,6.17,US,1680378425
310,padang,-0.9492,100.3543,24.35,87,100,1.44,ID,1680378137
311,moose factory,51.2585,-80.6094,-9.0,48,0,5.14,CA,1680378425
312,puerto quijarro,-17.7833,-57.7667,30.1,58,96,0.46,BO,1680378425
313,san francisco,37.7749,-122.4194,17.95,64,20,4.47,US,1680378286
314,los llanos de aridane,28.6585,-17.9182,18.86,78,0,6.69,ES,1680377866
315,olafsvik,64.8945,-23.7142,3.91,85,74,9.86,IS,1680378178
316,hofn,64.2539,-15.2082,4.7,76,1,3.69,IS,1680378196
317,iqaluit,63.7506,-68.5145,-12.15,72,75,2.57,CA,1680378155
318,nelson bay,-32.7167,152.15,16.11,96,77,4.92,AU,1680378189
319,poum,-20.2333,164.0167,25.5,75,1,0.62,NC,1680378134
320,mogadishu,2.0371,45.3438,27.7,75,18,6.51,SO,1680378028
321,leshukonskoye,64.8989,45.7622,-7.26,97,100,1.48,RU,1680378426
322,hobyo,5.3505,48.5268,28.69,75,93,6.1,SO,1680378096
323,tocopilla,-22.092,-70.1979,23.69,76,17,2.53,CL,1680378113
324,saint anthony,45.0205,-93.218,2.3,65,0,3.09,US,1680378290
325,ferme-neuve,46.7001,-75.4493,0.84,99,100,2.71,CA,1680378426
326,denia,38.8408,0.1057,22.19,47,1,4.02,ES,1680378426
327,yarmouth,41.7057,-70.2286,13.26,98,100,10.8,US,1680378426
328,norman wells,65.282,-126.8329,-11.98,72,100,1.03,CA,1680378104
329,yarada,17.65,83.2667,26.18,100,40,1.03,IN,1680378427
330,cervo,43.6702,-7.4101,11.65,74,33,4.52,ES,1680378427
331,santiago del estero,-27.7951,-64.2615,19.5,48,100,2.08,AR,1680378178
332,manggar,-2.8833,108.2667,25.41,83,50,1.05,ID,1680378427
333,great yarmouth,52.6083,1.7305,7.14,91,100,8.95,GB,1680378427
334,pundaguitan,6.3711,126.1689,26.73,80,100,2.54,PH,1680378197
335,sisimiut,66.9395,-53.6735,-10.65,71,17,4.23,GL,1680378428
336,araxa,-19.5933,-46.9406,24.07,70,88,2.93,BR,1680378064
337,kahului,20.8947,-156.47,26.58,70,20,2.24,US,1680378428
338,tungor,53.3808,142.9564,-2.55,91,20,3.75,RU,1680378428
339,pemba,-12.974,40.5178,25.39,88,75,4.12,MZ,1680378428
340,maraba,-5.3686,-49.1178,31.1,66,40,2.06,BR,1680378428
341,sorland,67.667,12.6934,1.92,57,17,5.86,NO,1680378130
342,aleksandrov gay,50.147,48.5704,7.52,64,100,5.13,RU,1680378428
343,bela,25.9333,81.9833,21.62,63,2,0.98,IN,1680378429
344,korla,41.7597,86.1469,6.35,18,0,3.71,CN,1680378145
345,biltine,14.5333,20.9167,28.13,12,80,4.72,TD,1680378092
346,hirara,24.8,125.2833,20.92,83,100,6.17,JP,1680378205
347,christchurch,-43.5333,172.6333,17.49,72,100,1.03,NZ,1680378266
348,lazaro cardenas,17.9583,-102.2,29.6,47,30,5.0,MX,1680378192
349,rio gallegos,-51.6226,-69.2181,14.03,38,40,12.35,AR,1680377969
350,kulhudhuffushi,6.6221,73.07,28.75,61,86,2.62,MV,1680378429
351,tadine,-21.55,167.8833,25.83,82,5,3.2,NC,1680378429
352,waspan,14.7419,-83.9717,33.07,38,11,5.29,NI,1680378429
353,vila franca do campo,37.7167,-25.4333,18.23,86,100,6.43,PT,1680378115
354,tilichiki,60.4667,166.1,-10.54,97,87,1.63,RU,1680378072
355,horsham,51.064,-0.3272,9.84,77,75,4.63,GB,1680378387
356,mandan,46.8267,-100.8896,3.78,72,0,5.66,US,1680378430
357,iberia,29.9502,-91.7507,32.04,35,20,4.63,US,1680378430
358,gat,31.61,34.7642,14.34,100,0,1.97,IL,1680378110
359,auki,-8.7676,160.7034,25.68,85,100,0.55,SB,1680378430
360,sukhumi,43.0033,41.0153,6.74,77,3,2.35,GE,1680378298
361,maneadero,31.7167,-116.5667,16.72,70,51,1.79,MX,1680378431
362,bilibino,68.0546,166.4372,-27.06,100,99,0.74,RU,1680378172
363,kipushi,-11.7667,27.2333,14.79,99,100,1.44,CD,1680378431
364,florence,43.7667,11.25,13.62,76,20,2.06,IT,1680378202
365,sokoto,13.0609,5.239,29.93,9,100,4.54,NG,1680378431
366,muzhi,65.3667,64.6667,2.08,91,100,8.58,RU,1680378432
367,otavi,-19.65,17.3333,23.97,36,86,2.15,NA,1680378432
368,hoquiam,46.9809,-123.8893,9.44,76,75,4.63,US,1680378188
369,zhigansk,66.7697,123.3711,-26.27,100,92,4.18,RU,1680378131
370,avera,33.194,-82.5271,25.21,53,100,7.57,US,1680378432
371,tiarei,-17.5333,-149.3333,31.01,77,5,4.74,PF,1680378432
372,kassala,15.451,36.4,27.84,20,97,3.7,SD,1680378432
373,ugoofaaru,5.6667,73.0,28.25,67,17,3.53,MV,1680378433
374,fairbanks,64.8378,-147.7164,-5.51,60,0,0.45,US,1680378178
375,sabratah,32.7933,12.4885,19.94,57,100,5.5,LY,1680378433
376,praia da vitoria,38.7333,-27.0667,18.2,88,40,7.11,PT,1680378433
377,praya,14.9215,-23.5087,31.3,25,0,6.69,CV,1680378434
378,kawalu,-7.3817,108.2082,22.43,94,100,1.06,ID,1680378434
379,dillon,34.4166,-79.3712,24.03,74,95,9.55,US,1680378242
380,alofi,-19.0595,-169.9187,26.94,83,80,6.17,NU,1680378116
381,mago,53.2514,140.1822,-5.25,95,17,0.61,RU,1680378434
382,grand gaube,-20.0064,57.6608,26.32,74,8,1.34,MU,1680378163
383,am timan,11.0297,20.2827,30.52,12,7,2.62,TD,1680378434
384,souillac,-20.5167,57.5167,26.21,83,20,3.09,MU,1680378131
385,alyangula,-13.8483,136.4192,27.03,75,77,1.49,AU,1680378435
386,ribeira grande,38.5167,-28.7,18.22,82,20,10.28,PT,1680378085
387,kabo,7.6994,18.629,30.42,28,59,1.66,CF,1680378435
388,malasugui,14.1439,122.8471,23.99,92,60,0.11,PH,1680378435
389,rio grande,-32.035,-52.0986,24.06,53,7,7.51,BR,1680378435
390,sept-iles,50.2001,-66.3821,0.03,91,100,8.23,CA,1680378256
391,logrono,42.4667,-2.45,9.72,46,20,8.23,ES,1680378436
392,arica,-18.475,-70.3042,30.75,65,0,6.17,CL,1680378436
393,wilmington,34.2257,-77.9447,23.33,70,99,3.58,US,1680378396
394,morro bay,35.3658,-120.8499,19.76,65,5,4.02,US,1680378436
395,nicoya,10.1483,-85.452,33.86,38,61,6.56,CR,1680378436
396,andenes,69.3143,16.1194,-0.04,64,20,5.66,NO,1680378151
397,staryy nadym,65.6118,72.6842,0.61,98,100,8.02,RU,1680378436
398,the valley,18.217,-63.0578,27.92,69,40,7.2,AI,1680378436
399,nuuk,64.1835,-51.7216,-2.66,59,40,6.71,GL,1680378437
400,talara,-4.5772,-81.2719,31.42,62,75,5.14,PE,1680378437
401,conceicao do araguaia,-8.2578,-49.2647,26.88,81,88,2.82,BR,1680378437
402,northam,51.0333,-4.2167,9.23,88,9,7.22,GB,1680378241
403,high rock,26.6208,-78.2833,28.01,74,26,5.13,BS,1680378438
404,matara,5.9485,80.5353,25.0,87,55,0.96,LK,1680378438
405,arman,59.7,150.1667,-3.32,97,100,1.15,RU,1680378105
406,banepa,27.6298,85.5214,10.07,93,20,1.03,NP,1680378438
407,okahandja,-21.9833,16.9167,19.92,24,11,2.26,NA,1680378438
408,portland,45.5234,-122.6762,9.51,84,100,6.17,US,1680377934
409,alugan,12.2188,125.4808,25.17,82,28,1.83,PH,1680378438
410,aripuana,-9.1667,-60.6333,26.45,88,100,0.8,BR,1680378438
411,thai binh,20.45,106.3333,23.19,96,89,2.6,VN,1680378439
412,tromso,69.6496,18.957,-1.99,69,75,5.14,NO,1680378439
413,la ronge,55.1001,-105.2842,-2.86,68,100,6.69,CA,1680378439
414,paita,-5.0892,-81.1144,28.59,67,85,5.5,PE,1680378439
415,pisco,-13.7,-76.2167,25.03,78,0,3.6,PE,1680378157
416,kedrovyy,56.1667,91.8167,-17.77,99,13,0.96,RU,1680378195
417,machiques,10.0644,-72.545,33.7,43,100,5.64,VE,1680378440
418,jian,27.1172,114.9793,18.29,83,5,1.33,CN,1680378440
419,winslow,35.0242,-110.6974,14.1,21,0,1.54,US,1680378440
420,roma,43.2128,-75.4557,21.09,29,0,2.57,US,1680378143
421,moranbah,-22.0016,148.0466,20.9,90,100,6.07,AU,1680378440
422,qasigiannguit,68.8193,-51.1922,-11.86,94,33,0.74,GL,1680378440
423,san jose,37.3394,-121.895,18.65,47,20,2.68,US,1680378006
424,sabha,27.0377,14.4283,21.48,11,0,3.33,LY,1680378440
425,lazarev,52.225,141.5131,-2.7,97,100,6.84,RU,1680378441
426,dong hoi,17.4833,106.6,23.84,94,2,1.81,VN,1680378441
427,concepcion,-36.827,-73.0498,21.89,60,0,6.69,CL,1680378308
428,mehamn,71.0357,27.8492,-2.03,69,100,11.32,NO,1680378151
429,kiunga,-6.1219,141.2906,22.35,100,83,0.35,PG,1680378441
430,kyra,49.5776,111.9753,-6.87,86,100,3.41,RU,1680378441
431,asau,46.4333,26.4,7.51,91,100,0.81,RO,1680378441
432,baykit,61.67,96.37,-22.3,100,81,0.41,RU,1680378441
433,los banos,14.1667,121.1833,26.27,87,98,0.43,PH,1680378441
434,tres picos,15.8667,-93.5333,32.26,55,17,4.57,MX,1680378441
435,khash,28.2211,61.2158,17.04,42,0,8.68,IR,1680378442
436,forbes,-33.3833,148.0167,9.95,73,0,2.56,AU,1680378442
437,umea,63.8284,20.2597,-0.04,74,0,3.09,SE,1680378418
438,kingaroy,-26.5333,151.8333,12.77,61,79,1.56,AU,1680378442
439,belmonte,-15.8631,-38.8828,27.21,71,0,4.86,BR,1680378120
440,sawtell,-30.3833,153.1,18.01,82,100,3.6,AU,1680378442
441,thinadhoo,0.5333,72.9333,27.53,76,94,2.07,MV,1680378150
442,aitape,-3.1374,142.3475,24.95,87,98,1.87,PG,1680378442
443,huaibei,33.9744,116.7917,10.48,88,0,3.71,CN,1680378443
444,yinchuan,38.4681,106.2731,9.77,56,100,6.91,CN,1680378443
445,ligayan,4.6533,119.4706,26.76,80,100,6.28,PH,1680378443
446,tyrma,50.0833,132.1667,0.29,74,97,1.35,RU,1680378443
447,marsa matruh,31.3525,27.2453,17.11,55,0,2.57,EG,1680378118
448,jinchang,38.4953,102.1739,2.31,73,100,4.44,CN,1680378443
449,vangaindrano,-23.35,47.6,22.69,95,100,3.08,MG,1680378443
450,mangaldai,26.4333,92.0333,19.13,87,96,1.21,IN,1680378443
451,lamu,-2.2717,40.902,29.12,81,10,5.94,KE,1680378444
452,santa lucia,27.9117,-15.5407,18.2,73,20,11.83,ES,1680378444
453,fukue,32.6881,128.8419,15.2,80,77,10.37,JP,1680378444
454,katangli,51.7102,143.2326,-2.65,98,94,2.14,RU,1680378444
455,vestmannaeyjar,63.4427,-20.2734,5.61,64,100,10.63,IS,1680378137
456,pombia,45.653,8.6336,14.2,44,0,4.12,IT,1680378444
457,kuching,1.55,110.3333,26.68,87,40,0.0,MY,1680378181
458,tsabong,-26.0217,22.401,24.81,40,19,3.83,BW,1680378445
459,alice springs,-23.7,133.8833,15.75,100,100,0.0,AU,1680378172
460,tokoname,34.8833,136.85,13.91,82,75,2.06,JP,1680378445
461,ponta delgada,37.7333,-25.6667,18.4,82,20,7.72,PT,1680378445
462,ha tinh,18.3333,105.9,23.02,96,5,0.42,VN,1680378445
463,sulangan,11.1373,123.7228,27.24,76,100,2.79,PH,1680378445
464,treinta y tres,-33.2333,-54.3833,23.78,35,0,4.98,UY,1680378087
465,paracuru,-3.41,-39.0306,27.28,80,84,3.17,BR,1680378446
466,lata,40.1629,-8.3327,14.95,99,100,1.19,PT,1680378446
467,port-cartier,50.0334,-66.8654,-0.14,97,100,7.31,CA,1680378174
468,whyalla,-33.0333,137.5833,14.44,56,0,3.53,AU,1680378446
469,kuytun,54.3419,101.5036,-13.41,95,32,2.18,RU,1680378446
470,poya,-21.35,165.15,24.74,87,27,0.78,NC,1680378446
471,beringovskiy,63.05,179.3167,-8.49,65,92,12.4,RU,1680378124
472,talnakh,69.4865,88.3972,-8.77,94,100,8.84,RU,1680378043
473,dongying,37.4564,118.4856,12.41,43,0,2.99,CN,1680378446
474,vecses,47.4071,19.2865,12.89,64,0,3.6,HU,1680378446
475,mutis,6.2262,-77.4044,26.72,85,97,1.2,CO,1680378447
476,sale,34.0389,-6.8166,17.08,88,26,2.06,MA,1680378447
477,malakal,9.5334,31.6605,30.18,12,100,2.4,SS,1680378447
478,beyneu,45.3167,55.2,14.37,29,100,5.98,KZ,1680378132
479,sakaiminato,35.55,133.2333,11.99,76,20,8.23,JP,1680378447
480,ucluelet,48.9329,-125.5528,6.17,86,46,1.34,CA,1680378447
481,barcelos,41.5388,-8.6151,14.91,91,23,3.26,PT,1680378448
482,trairi,-3.2778,-39.2689,25.96,85,100,2.82,BR,1680378374
483,silifke,36.3778,33.9344,14.51,74,97,2.85,TR,1680378448
484,san rafael,-34.6177,-68.3301,24.92,26,100,6.14,AR,1680378387
485,rupert,42.6191,-113.6772,8.97,40,100,5.66,US,1680378240
486,jalu,29.0331,21.5482,21.53,16,0,3.07,LY,1680378106
487,pangnirtung,66.1451,-65.7125,-11.0,48,75,0.0,CA,1680378102
488,galle,6.0367,80.217,25.56,84,44,1.69,LK,1680378448
489,bastrop,32.7562,-91.8724,26.82,22,0,3.6,US,1680378275
490,gazojak,41.1875,61.4036,16.01,57,100,10.35,TM,1680378449
491,ngunguru,-35.6167,174.5,18.01,90,100,1.53,NZ,1680378449
492,margate,51.3813,1.3862,8.83,87,100,4.02,GB,1680378114
493,mahasamund,21.1,82.1,27.08,32,33,1.64,IN,1680378449
494,mayahi,13.9553,7.6712,26.71,11,92,5.24,NE,1680378449
495,tikhvin,59.6451,33.5294,0.12,99,100,2.11,RU,1680378449
496,hurghada,27.2574,33.8129,19.02,52,0,5.14,EG,1680378450
497,along,28.1667,94.7667,15.67,97,89,0.36,IN,1680378450
498,zhangye,38.9342,100.4517,4.74,29,100,3.96,CN,1680378450
499,leh,34.1667,77.5833,-4.38,90,99,2.26,IN,1680378450
500,cherskiy,68.75,161.3,-32.69,100,100,1.8,RU,1680378147
501,wuda,39.4994,106.7117,8.04,35,100,8.87,CN,1680378450
502,alta gracia,-31.6529,-64.4283,24.75,36,45,5.9,AR,1680378450
503,homer,59.6425,-151.5483,1.93,50,0,4.02,US,1680378451
504,comodoro rivadavia,-45.8667,-67.5,23.92,20,0,12.86,AR,1680378451
505,caravelas,-17.7125,-39.2481,27.43,72,0,3.93,BR,1680378120
506,quelimane,-17.8786,36.8883,23.52,82,100,1.85,MZ,1680378195
507,kroya,-7.6331,109.2461,25.1,88,100,1.33,ID,1680378451
508,sabzevar,36.2126,57.6819,11.96,52,58,1.03,IR,1680378139
509,agadez,19.75,10.25,21.82,6,1,2.92,NE,1680378451
510,san vicente,-26.6167,-54.1333,25.31,27,0,2.68,AR,1680378451
511,petropavlovsk-kamchatskiy,53.0452,158.6483,-4.01,74,0,3.0,RU,1680378118
512,togur,58.3631,82.8265,-6.07,86,98,4.47,RU,1680378452
513,mount holly,35.2982,-81.0159,26.6,49,40,8.75,US,1680378452
514,ayan,56.45,138.1667,-5.93,94,98,1.85,RU,1680378116
515,sola,-13.8833,167.55,28.15,70,99,4.25,VU,1680378141
516,khuzdar,27.7384,66.6434,17.92,61,0,3.35,PK,1680378452
517,belen,36.4891,36.2233,10.08,72,75,1.54,TR,1680378452
518,coahuayana,18.7333,-103.6833,32.68,32,98,3.69,MX,1680378172
519,sunrise manor,36.2111,-115.0731,20.41,21,0,3.09,US,1680378453
520,verkhnevilyuysk,63.4453,120.3167,-24.29,99,49,2.08,RU,1680378453
521,port hedland,-20.3167,118.5667,26.03,89,19,3.09,AU,1680378453
522,luanda,-8.8368,13.2343,27.0,83,20,2.57,AO,1680378202
523,ostersund,63.1792,14.6357,-1.75,50,6,2.06,SE,1680378454
524,lebanon,36.2081,-86.2911,22.12,30,0,10.29,US,1680378233
525,flagstaff,35.1981,-111.6513,15.81,17,0,6.69,US,1680378311
526,houston,29.7633,-95.3633,32.01,25,0,5.14,US,1680377893
527,amapa,1.0,-52.0,25.25,92,57,2.22,BR,1680378441
528,mingyue,43.1069,128.9217,4.98,81,6,1.42,CN,1680378454
529,san miguel chicaj,15.1,-90.4,26.16,25,1,1.34,GT,1680378454
530,oud-turnhout,51.32,4.9823,10.01,95,100,5.02,BE,1680378454
531,buriti bravo,-5.8372,-43.8336,27.76,75,100,0.4,BR,1680378454
532,linares,-35.85,-71.6,30.01,16,38,5.53,CL,1680378454
533,eisiskes,54.1667,25.0,6.27,96,100,4.07,LT,1680378454
534,fort nelson,58.8053,-122.7002,-2.25,63,100,2.57,CA,1680378455
535,vanimo,-2.6741,141.3028,24.63,89,37,1.86,PG,1680378003
536,yalutorovsk,56.6536,66.3006,-0.1,70,63,6.32,RU,1680378455
537,galesong,-5.3166,119.3661,24.01,85,100,2.46,ID,1680378455
538,kachug,53.9606,105.8817,-14.11,92,55,1.53,RU,1680378455
539,saint-georges,12.0564,-61.7485,26.82,74,75,8.23,GD,1680378389
540,nuevitas,21.5453,-77.2644,28.5,58,0,6.34,CU,1680378456
541,dolores,-36.3132,-57.6792,22.74,22,47,2.77,AR,1680378456
542,kousseri,12.0769,15.0306,33.98,10,12,4.12,CM,1680378456
543,pagegiai,55.1381,21.9089,2.92,84,100,5.4,LT,1680378456
544,ayna,-12.65,-73.9167,17.77,88,91,1.61,PE,1680378456
545,san cristobal,7.7669,-72.225,19.1,86,100,1.9,VE,1680378143
546,makinsk,52.6292,70.4169,-3.32,68,3,3.44,KZ,1680378456
547,kieta,-6.2167,155.6333,25.4,83,100,1.41,PG,1680378187
548,ponferrada,42.5466,-6.5962,7.83,90,31,2.34,ES,1680378456
549,palia kalan,28.45,80.5833,17.82,73,4,0.76,IN,1680378456
550,aklavik,68.2191,-135.0107,-16.0,60,20,0.0,CA,1680378118
551,beyla,8.6833,-8.6333,27.9,37,81,1.04,GN,1680378457
552,dzaoudzi,-12.7887,45.2699,28.94,74,100,4.63,YT,1680378457
553,salinopolis,-0.6136,-47.3561,26.16,84,96,4.08,BR,1680378457
554,hulan ergi,47.2042,123.6333,12.02,45,97,4.17,CN,1680378457
555,abalak,58.1286,68.5944,-0.22,68,54,5.75,RU,1680378457
556,blagoyevo,63.3667,47.9167,-5.74,97,99,1.11,RU,1680378457
557,muros,42.7762,-9.0603,10.69,75,1,4.59,ES,1680378152
558,nichinan,31.6,131.3667,15.82,85,100,6.74,JP,1680378458
559,pastavy,55.1168,26.8326,3.57,97,100,4.37,BY,1680378458
560,cozumel,20.5083,-86.9458,30.53,62,4,3.58,MX,1680378406
561,natal,-5.795,-35.2094,30.36,70,20,6.69,BR,1680378311
562,muroto,33.2833,134.15,16.48,55,100,8.22,JP,1680378458
563,buribay,51.9617,58.1592,0.31,78,75,2.92,RU,1680378458
564,suamico,44.6319,-88.0393,3.75,66,40,9.77,US,1680378458
565,lupiro,-8.3833,36.6667,21.77,94,99,0.6,TZ,1680378458
566,pandan,14.0453,124.1694,24.46,87,99,1.01,PH,1680378458
567,kloulklubed,7.0419,134.2556,23.28,73,100,2.1,PW,1680378158
568,linjiang,41.8069,126.9078,8.17,66,12,0.69,CN,1680378459
569,puerto escondido,15.85,-97.0667,31.46,66,0,3.6,MX,1680378459
570,ibiruba,-28.6275,-53.0897,22.78,26,0,4.27,BR,1680378459
571,dingle,10.9995,122.6711,24.25,86,100,2.18,PH,1680378172
572,balykshi,47.0667,51.8667,12.0,32,75,6.0,KZ,1680378459
573,nsoko,-27.0333,31.95,23.59,97,38,0.42,SZ,1680378460
574,vostok,46.4856,135.8833,-3.03,81,1,1.98,RU,1680378121
575,nalut,30.3333,10.85,22.08,13,0,2.27,LY,1680378130
